model,triplet_uuid,outlet_idx,sentence_idx,bias_type,mean_abs_shap,top20_tokens
biasdetector,1ed4f378-b9d4-43b8-8d50-53d0cc063332,1,14,lex_only,0.021231749272765287,"said:""|-0.1695;Democrats.””|-0.0882;also|-0.0543;disappointing|0.0517;profoundly|0.0509;cave|0.0456;from|0.0456;guaranteed…|0.0386;committee|-0.0379;action|-0.0372;Democracy|0.0323;no|0.0295;further|0.0295;than|0.0265;this|0.0265;weak|0.0265;Dean,|-0.0248;Howard|-0.0235;presidential|-0.0225;candidate|-0.0225"
biasdetector,47a209b0-fc26-4a0a-a1fe-e4310d1d2419,3,6,lex_only,0.0292615370532308,"dogging|0.1851;infamous|0.1776;election:|-0.0845;Bush|0.0573;Republicans?|0.0559;ever|0.0549;Democrats|0.0522;since|-0.0509;well,|0.0454;argument|0.0377;been|-0.0372;2000|-0.0341;presidential|-0.0297;Gore|-0.0238;the|-0.0232;question|-0.0204;the|-0.0190;decision|-0.0184;v.|-0.0181;on|-0.0154"
biasdetector,59f2f47c-5da0-4fbc-be6e-4f15d45d82e2,3,7,lex_only,0.046942365469617976,"tabloid|0.1811;smear,|0.0916;his|0.0749;henchmen.””|-0.0696;““It|-0.0678;Donald|0.0547;a|0.0487;Trump|0.0472;it|0.0171;and|0.0159;come|0.0106;and|-0.0080;from|0.0079;is|0.0069;has|0.0023"
biasdetector,2a3fde8a-082a-4d8f-9567-f7e8366c0200,1,12,lex_only,0.08730966814191025,"fact|0.3822;Witch|0.2703;of|-0.1248;Based|-0.1158;that|0.1007;Strzok|-0.0933;the|-0.0828;the|0.0634;on|-0.0513;was|-0.0477;will|-0.0451;charge|-0.0313;Hunt,|0.0269;be|-0.0203;dropped?|-0.0163;it|-0.0082;in|-0.0039"
biasdetector,0d10341a-9dba-4374-a524-814c300d1611,3,21,lex_only,0.04972130456008017,taxpayers|0.1540;nothing|0.1321;during|-0.1271;because|0.1037;of|0.0971;his|-0.0842;that|-0.0601;wall|0.0595;Mexico|0.0564;times|0.0415;would|-0.0386;campaign|-0.0374;promised|-0.0365;he|0.0328;get|0.0231;the|-0.0224;cost|-0.0223;hundreds|0.0189;for|0.0138;pay|0.0117
biasdetector,84b3c118-50d2-45a5-a91f-7ed95b5d0143,2,1,lex_only,0.05364759906505546,greatness.|0.1427;lost|0.1385;himself|0.1384;populist|0.1371;a|-0.1366;Trump|0.1032;Mr.|-0.0650;remarkable|0.0640;a|-0.0585;ceremony|-0.0584;capped|-0.0527;In|-0.0519;leader|-0.0504;the|-0.0460;that|-0.0331;uprising|0.0146;a|-0.0146;to|-0.0119;as|-0.0060;restore|0.0054
biasdetector,d4a4bc34-e48b-4485-86b2-f1daf4d464dd,2,10,lex_only,0.12142310610839299,"prophet.""|0.3676;false|0.2596;of|0.0743;a|0.0726;followers|-0.0353;'re|-0.0299;""They|-0.0107"
biasdetector,86e6e27d-1440-4879-8b13-0dd2d89f7281,1,1,lex_only,0.009769535511580206,"expletive|0.0652;exuber|0.0602;bonhomie|0.0245;House’’|0.0218;laden|0.0208;upend|0.0184;week|-0.0165;his|0.0163;freshman|-0.0162;little|0.0161;prompt|0.0119;President|0.0119;to|0.0105;own|0.0100;a|-0.0099;by|0.0094;Trump,|0.0093;impeach|0.0092;the|0.0089;impeachment|0.0088"
biasdetector,76810849-0335-4ad3-9eaf-f0d9c5baceb6,3,0,lex_only,0.03494114596301436,bombastic|0.7133;injured.|-0.0896;call|0.0838;shooting|-0.0565;Sunday|-0.0345;nominee|-0.0339;issued|-0.0331;for|0.0307;others|-0.0300;response|-0.0227;50|-0.0207;people|-0.0197;on|-0.0190;and|-0.0185;presidents|-0.0163;Orlando|-0.0153;a|-0.0144;resign|-0.0135;Barack|-0.0129;Trump|-0.0118
biasdetector,96b7046f-f584-422f-a626-6f86a26dfd8b,1,10,lex_only,0.039269098618635805,"hardly|0.1452;lame|0.1342;disdain|0.1233;year,|-0.0779;jokes|0.0733;predictably|0.0712;Daughters|-0.0590;the|-0.0413;join|-0.0377;dad|0.0343;the|0.0275;that|0.0228;every|0.0191;Obama|-0.0187;First|-0.0180;follow.|-0.0173;ceremony|-0.0172;at|-0.0162;they|0.0138;their|0.0132"
biasdetector,84678e18-0b79-4570-9c9f-cb1cf88d968e,1,1,lex_only,0.07542259019938412,"maelstrom|0.3090;controversy.|0.1468;facing|-0.1425;the|-0.1253;Now|0.1155;Lois|0.0832;is|-0.0784;the|0.0776;protection|0.0723;of|0.0682;of|-0.0537;under|-0.0521;Amendment,|0.0377;Fifth|-0.0286;lawyers|-0.0203;a|0.0090;Lerner|0.0064;and|0.0054;her|-0.0011"
biasdetector,65cb14cb-2d27-41e5-a2be-6fd6314f4363,1,7,lex_only,0.04382096360909203,"destructive,””|-0.1881;uglinessand|0.1513;wrong.’’|0.1069;said|-0.1033;Gibbs|-0.1019;distortions|0.0821;of|0.0821;divisiveness,””|0.0686;nastiness,|0.0584;Week,””|-0.0477;program““|-0.0397;adding|-0.0352;that|-0.0329;fought|0.0277;ABC|-0.0174;News|-0.0174;on|-0.0163;the|-0.0163;a|0.0139;hard|0.0139"
biasdetector,c99adbdd-eaf3-4844-9548-2642e80de4e2,3,17,lex_only,0.0496107028162826,grumbled|0.4527;campaign|-0.1204;willing|0.1155;had|-0.0970;member|-0.0968;to|0.0926;the|-0.0915;Some|-0.0809;listen|0.0526;that|0.0503;the|0.0502;to|0.0468;the’’|0.0440;David|-0.0411;Houses|0.0264;members.|-0.0197;professor|-0.0187;Cantor|-0.0172;Mr.|0.0138;one|-0.0130
biasdetector,b5eefefb-2a33-45de-abe1-f855c94165f4,3,5,lex_only,0.051000463235612845,"dismal|0.3608;week.|-0.1928;performance|-0.1748;Romney,|0.1302;Tuesday|-0.1039;the’’|0.0776;supposed|0.0728;reboot|0.0610;Obama|0.0552;the|0.0532;on|-0.0481;debate|-0.0408;The|-0.0347;president,|-0.0287;Mitt|-0.0276;last|-0.0246;to|0.0243;be|0.0231;a|0.0226;for|0.0218"
biasdetector,b5eefefb-2a33-45de-abe1-f855c94165f4,1,0,lex_only,0.008948424709096243,"wasted|0.0724;guffaws,|0.0416;proxies,|0.0402;attack|0.0356;Thursday|-0.0330;disdainful|0.0263;on|0.0250;interruptions.|0.0169;Biden|-0.0167;trying|0.0115;grins,|0.0111;of|0.0109;failed|0.0107;snickers|0.0098;an|0.0088;often|0.0088;Vice|-0.0079;barrage|0.0073;what|0.0066;do|0.0064"
biasdetector,2ec04201-2016-4227-baf7-ba8289058203,2,23,lex_only,0.07872601319104433,assault|0.4930;on|0.2258;campaign|-0.1278;McCain|0.0976;was|-0.0722;relatively|-0.0484;minor|-0.0409;Medicare|-0.0397;Obama|0.0335;of|0.0317;aspect|0.0294;This|-0.0287;'s|-0.0240;a|-0.0157;the|0.0132;'s|0.0095;record.|-0.0073
biasdetector,59f2f47c-5da0-4fbc-be6e-4f15d45d82e2,2,0,lex_only,0.033257303563247353,"lashed|0.1805;at|0.1068;Friday|-0.0939;billionaire|0.0817;henchmen|0.0810;out|0.0712;Sen.|-0.0671;on|-0.0636;political|0.0586;Donald|0.0548;Texas)|-0.0481;Enquirer|-0.0327;R|-0.0185;his|0.0169;of|0.0147;Ted|-0.0131;bidding.""|0.0103;and|0.0088;National|0.0083;Trump,|0.0066"
biasdetector,1ed4f378-b9d4-43b8-8d50-53d0cc063332,2,6,lex_only,0.030879095573618544,"humiliating|0.3298;hasty|0.2714;The|0.0962;March,|-0.0640;Democrats|0.0549;retreat|-0.0516;Republicans.|-0.0320;Womens|-0.0283;anniversary|-0.0266;particularly|-0.0230;in|-0.0229;cities|-0.0229;of|-0.0224;reconvene|-0.0180;thousands|-0.0170;which|-0.0163;and|-0.0152;saw|-0.0141;33|-0.0140;was|0.0095"
biasdetector,6f95dcb9-e960-45ac-8c0e-91b85724c909,3,29,lex_only,0.028001436361218317,"All|0.1786;complained,|0.1289;the|0.0892;Fox|0.0715;tent.|-0.0529;heard,|0.0401;News|0.0333;tent.|-0.0332;is""|0.0276;need|0.0272;tent?|-0.0268;Can|-0.0242;we|-0.0241;host|-0.0237;We|-0.0161;we|0.0126;we|0.0123;bigger|-0.0119;a|-0.0119;'ve|0.0112"
biasdetector,1bb79cc1-5d69-4136-a23d-6dbd300cbf25,3,0,lex_only,0.036555722250341205,concerns|-0.1716;resurgent|0.1482;underscores|0.0828;Department|-0.0713;The|0.0682;controversy|-0.0681;attack|-0.0581;incidents.|-0.0459;State|0.0440;Obama|0.0397;about|-0.0311;initial|-0.0307;the|-0.0295;the|0.0268;act|0.0217;security|-0.0215;over|-0.0203;on|0.0191;failure|0.0185;line|0.0175
biasdetector,29ffd053-7684-469b-a600-97000579bd01,1,9,lex_only,0.0593980201205951,"erroneously|0.3733;claiming|0.1064;bishopscritique,|-0.0962;week,|-0.0864;Rep.|0.0859;denied.|-0.0775;bishops,””|-0.0719;represent““|0.0659;letters’’|-0.0641;USCCB|0.0553;dismissed|-0.0509;the’’|-0.0472;media|-0.0336;office|-0.0336;didnt|-0.0310;Last|-0.0296;Ryan|-0.0207;the|0.0190;the|0.0049;a|-0.0037"
biasdetector,1ed4f378-b9d4-43b8-8d50-53d0cc063332,1,4,lex_only,0.03052846071749502,include|-0.1395;illegally|0.1200;Schumer|-0.1067;forced|0.0945;permanent|-0.0919;insisting|0.0867;called|0.0731;brought|0.0475;and|-0.0409;the|-0.0361;weekend|-0.0353;government|-0.0348;DREAMers--|0.0343;fellow|0.0336;so|0.0310;to|-0.0276;keep|-0.0239;the|0.0235;Democrats|-0.0209;after|-0.0201
biasdetector,3ae35b16-7f7f-4a5e-9f24-5ce724106a73,3,43,lex_only,0.027477639680728316,"Trump|0.0845;viscerally|0.0793;attacked|0.0580;But|0.0579;clearly|0.0522;gotten|0.0422;Ms.|-0.0316;caving|0.0268;under|0.0247;for|0.0185;has|0.0183;wall,|-0.0180;skin.|-0.0089;has|-0.0075;who|0.0074;Coulter,|0.0046;the|-0.0046;Mr.|-0.0019;on|-0.0016;his|-0.0012"
biasdetector,08bb9bee-c167-4c17-9c6d-4a1259231eb7,1,10,lex_only,0.05888724247459321,"year,|-0.3295;Romneys|0.2345;hard|0.1786;activists|0.0787;whose|0.0696;nomination|-0.0639;life|0.0596;Mr.’’|-0.0552;he|-0.0472;core|0.0435;conversion|0.0380;their|0.0355;of|-0.0331;of|0.0318;captured|-0.0302;late|0.0292;to|0.0215;remained|-0.0196;the|0.0161;in|0.0134"
biasdetector,b4dbeda7-a1f3-4711-ae77-db23809d1ed2,1,15,lex_only,0.03760449642500769,"July,|-0.1544;In|-0.1029;called““|0.0936;an|-0.0810;attack|0.0753;released|-0.0661;so|0.0635;group|-0.0629;expense|0.0528;apology””|0.0502;the|0.0450;the|-0.0381;employed|0.0381;line|0.0338;by|0.0300;American|0.0286;of|0.0238;pushing|0.0221;tourat|0.0189;on|-0.0137"
biasdetector,47a209b0-fc26-4a0a-a1fe-e4310d1d2419,1,6,lex_only,0.030276296347450125,"unseemly|0.1332;said.|-0.1187;Schumer|-0.1099;presidency,””|-0.0855;confirming|0.0669;big|0.0652;gray|0.0409;this|0.0400;while|0.0345;justice|0.0341;is|0.0319;so|0.0298;appointment|0.0285;““It|0.0275;fast|0.0273;on|0.0226;investigation|-0.0183;hangs|-0.0181;forward|-0.0129;lifetime|0.0110"
biasdetector,97566c74-e000-49fb-b091-e6ec6e179de0,1,2,lex_only,0.03363130770322651,Tuesday|-0.2355;of““|0.1960;threats|0.0932;might…””|0.0746;Mr.’’|0.0690;statement|-0.0536;another|0.0465;round|0.0415;that|-0.0393;to|0.0353;Trumps|0.0344;door|0.0337;on|-0.0265;mogul.|-0.0263;from|0.0186;the|0.0186;bowing|0.0101;out|0.0077;of|0.0077;the|0.0077
biasdetector,2153fb3e-6b09-410c-bfea-d095c49a54ba,3,0,lex_only,0.02572641767269974,"mocking|0.4549;them|0.0625;on|0.0464;Wednesday,|-0.0461;while|0.0445;motto.|-0.0427;simultaneously|0.0365;Obama|-0.0355;Trust""|-0.0311;supposedly|0.0306;recent|-0.0247;less|0.0213;reaffirm""|-0.0179;national|-0.0144;bill|-0.0137;Barack|-0.0133;to|-0.0126;urged|-0.0118;funding|-0.0108;portion|-0.0102"
biasdetector,be026bd1-52b1-4789-bfd3-3632af17b054,2,4,lex_only,0.021670538417035434,"staunch|0.0831;lashed|0.0824;conservative|0.0787;liberal|0.0681;Moore|-0.0501;he|-0.0406;media|0.0373;machine|0.0356;initiated|0.0356;reported|-0.0342;lapdogs""|0.0332;Post|-0.0326;14.|-0.0321;earlier|-0.0243;social|0.0243;Clinton|0.0192;called""|0.0188;what|-0.0180;her|0.0157;when|0.0157"
biasdetector,65cb14cb-2d27-41e5-a2be-6fd6314f4363,2,17,lex_only,0.0706665082118259,"phony|0.4796;Some|0.1212;theology.|0.1028;Bible.|-0.0577;based|-0.0455;theology.""|-0.0421;Not|0.0182;on|-0.0177;theology|0.0114;a|-0.0094;A|-0.0068;different|-0.0046;the|0.0016"
biasdetector,af4a3f41-eeb5-49fa-a276-e97c230b25f0,3,10,lex_only,0.035719958028163426,terrorists|0.1209;took|-0.1186;radical|0.1004;swipe|0.0938;He|-0.0716;at|0.0634;Obama|0.0478;vowed|-0.0327;Islamic|-0.0320;a|-0.0307;Islamic|0.0280;the|0.0239;also|0.0231;and|-0.0186;State|-0.0147;for|0.0130;declining|-0.0095;President|0.0090;to|-0.0085;as|0.0085
biasdetector,84b3c118-50d2-45a5-a91f-7ed95b5d0143,2,6,lex_only,0.05688869332640294,hostile|0.3358;Trumps|0.1283;Mr.’’|0.0763;significant|-0.0692;amounted|0.0660;facing|-0.0534;ascension|-0.0524;a|0.0446;its|-0.0423;a|-0.0315;most|-0.0272;generations.|-0.0247;disruption|0.0207;in|0.0207;to|0.0178;capital|-0.0106;takeover|0.0013;of|0.0013
biasdetector,86e6e27d-1440-4879-8b13-0dd2d89f7281,1,2,lex_only,0.03025305598929207,"profanely|0.5864;Capitol.|-0.0638;camera|-0.0519;captured|-0.0490;Thursday|-0.0421;episode|-0.0414;Rashida|-0.0380;liberal|0.0369;Tlaib|-0.0366;Trump|0.0324;night,|-0.0310;activists|0.0280;as|0.0252;began|-0.0216;Representative|-0.0186;a|-0.0179;bar|-0.0179;near|-0.0179;the|-0.0179;promising|0.0171"
biasdetector,2b95d2cf-e979-4f9c-ae27-9a5370934f23,3,13,lex_only,0.06717165467529818,"neoconservative|0.4010;that’’|-0.1083;irresponsible.””|-0.1017;told|-0.0975;major|0.0808;Steeles|-0.0593;utterly|0.0591;Post|-0.0468;Senor,|-0.0290;the|-0.0262;figure,|0.0229;comments|-0.0220;Huffington|-0.0116;Another|0.0041;Dan|-0.0037;are““|-0.0005"
biasdetector,29ffd053-7684-469b-a600-97000579bd01,2,0,lex_only,0.0390791886924163,"knuckle|0.1909;rapping.|0.1631;fashioned,|0.0842;Catholic|0.0839;Rep.|-0.0696;school|0.0597;Thursday|-0.0540;an|-0.0454;morning,|-0.0315;University|-0.0289;is|-0.0287;Georgetown|-0.0258;heading|0.0122;for|-0.0115;GOP|-0.0112;to|-0.0063;a|-0.0060;Ryan|-0.0058;Paul|-0.0052;but|-0.0041"
biasdetector,472158a1-4e39-4214-8397-904e66f2b4c5,2,4,lex_only,0.04509828642953951,"threw|0.1697;a""|0.0920;bomb|0.0908;demagogue""|0.0804;Bloomberg,|-0.0794;at|0.0777;several|-0.0585;billion,|-0.0573;jabs|0.0551;of$|-0.0516;has|-0.0516;an|-0.0511;thrower.""|0.0390;a""|-0.0375;estimated|-0.0315;he|-0.0289;Trump,|0.0203;ous|0.0178;called|-0.0175;danger|0.0156"
biasdetector,a28a0329-0887-42dc-bd3d-3bb4f8926757,3,37,lex_only,0.0741227301773524,"cronies|0.3706;perfect|0.1971;S.|-0.1775;his|0.1378;up|0.0785;document.|-0.0600;U.|-0.0519;sacred,|-0.0380;the|0.0326;a|-0.0288;as|-0.0213;Constitution|0.0198;Boehner|-0.0185;""John|-0.0168;and|0.0067;are|0.0026;holding|0.0015"
biasdetector,47a209b0-fc26-4a0a-a1fe-e4310d1d2419,1,4,lex_only,0.039821004583275005,only|0.2823;shouldnt|0.0996;not|0.0748;probe|-0.0631;filibuster|0.0629;its|-0.0461;vote|-0.0460;he’’|0.0445;links|-0.0434;but|0.0427;threaten|0.0422;get|0.0399;a|0.0331;Democrats|0.0315;until|-0.0307;suggest|-0.0269;of|-0.0263;comes|-0.0255;completes|-0.0218;possible|-0.0218
biasdetector,b5eefefb-2a33-45de-abe1-f855c94165f4,2,16,lex_only,0.044945009357330895,said|-0.2020;devolved|0.1081;clearly|0.0944;and|-0.0866;Romney|0.0861;room|-0.0771;won|0.0634;Biden|0.0592;composure|0.0429;while|0.0429;into|0.0403;fits|0.0403;substance|0.0351;on|0.0322;Ryan|-0.0321;audible|0.0307;spin|0.0269;operatives|0.0249;and|0.0208;in|0.0065
biasdetector,58ed2376-35a0-453a-a08e-5cd87e3bdea5,1,16,lex_only,0.1108741074671141,"Democrats|-0.4134;say|-0.2712;toxic""|0.2501;wash|0.1853;legislation|0.1194;that|0.0863;argument|0.0654;discrimination.|-0.0650;that|0.0596;'t|-0.0520;and|0.0351;allows|0.0251;SB1062""|0.0158;call|-0.0126;doesn|-0.0068"
biasdetector,d3a1ce0a-fc48-4827-a278-8f0ce8c7a519,2,29,lex_only,0.054692457920117746,reportedly|0.1710;Patrick|-0.1459;seat.|-0.1211;led|0.1021;groups|-0.0842;pursuit|0.0782;brist|0.0735;but|-0.0601;of|-0.0506;Progressive|0.0405;the|-0.0347;his|0.0300;rally|-0.0253;for|-0.0236;to|0.0235;at|0.0190;lined|0.0185;up|-0.0181;public|-0.0156;support|-0.0130
biasdetector,79bf99c6-6fca-4ce4-8ae1-8771de026142,2,33,lex_only,0.05347454233359223,"Pelosi’’s|0.2017;understanding|-0.1115;lack|0.1042;problem.|0.0787;as|-0.0552;thereof,|0.0509;the’’|-0.0415;of|0.0348;Midwesterners,|0.0341;highlighted|-0.0318;or|-0.0277;biggest|-0.0248;partys|0.0245;Ryan|-0.0162;what|0.0143;is|-0.0037"
biasdetector,76810849-0335-4ad3-9eaf-f0d9c5baceb6,3,1,lex_only,0.07572087358372907,"disgracefully|0.5928;remarks|-0.1224;even|0.0826;words'|-0.0715;today,|-0.0699;Radical|0.0577;Obama|0.0380;his|-0.0269;""In|-0.0261;Islam'.|0.0166;President|-0.0110;the|-0.0070;say|0.0066;to|-0.0036;refused|0.0031"
biasdetector,9879bbc0-eab3-482f-bf6b-a4b519393986,1,1,lex_only,0.02417862765358615,heated|0.1205;challenging|-0.1130;Republicans|-0.1102;bogus|0.1031;Wednesday|-0.0629;are|-0.0619;claiming|0.0452;funding|0.0402;are|0.0402;urgent|0.0334;testimony--|0.0321;during|-0.0317;attack.|-0.0314;insistence|-0.0274;cables|0.0272;statements|0.0265;'s|0.0256;Secretary|-0.0198;warning|0.0166;about|0.0166
biasdetector,1bb79cc1-5d69-4136-a23d-6dbd300cbf25,1,7,lex_only,0.01588196975294026,"bureaucratic|0.1157;tug|0.1157;mails|-0.0901;of|0.0800;war|0.0800;they|0.0278;While|0.0199;mediated|-0.0189;a|-0.0189;Department,|-0.0184;aides|-0.0174;constraints|-0.0174;because|-0.0174;the|-0.0158;concerns|-0.0158;Mr.’’|-0.0142;that|-0.0141;sensitive|-0.0136;to|-0.0136;suggest|-0.0129"
biasdetector,aab91277-8d56-4844-a581-45630f873f49,1,26,lex_only,0.030695242464086427,taunt|0.2356;to|0.0958;link|-0.0715;seemed|0.0552;American|0.0476;He|-0.0463;find|-0.0414;foreign|0.0390;sometimes|-0.0372;law|0.0368;accept|0.0321;Moscows|-0.0313;to’’|-0.0238;daring|0.0223;them|0.0223;to|-0.0181;aid.|-0.0162;to|-0.0149;enforcement|-0.0104;him|-0.0100
biasdetector,ae243a95-b2c2-410c-9e2b-b083b4b8eb48,3,0,lex_only,0.05066767114589714,Friday.|-0.3225;threat|0.3058;GOP|0.1219;The|0.0822;'s|-0.0747;every|0.0603;until|-0.0489;legislation|-0.0477;as|0.0433;soon|0.0408;resolves|-0.0367;piece|0.0310;chamber|-0.0306;be|0.0288;likely|0.0255;budget|-0.0252;cut|-0.0223;to|-0.0218;WASHINGTON--|-0.0210;tax|-0.0179
biasdetector,3ae35b16-7f7f-4a5e-9f24-5ce724106a73,1,0,lex_only,0.03173390312372156,unilaterally|0.1227;Friday|-0.1194;Mexico.|-0.0789;to|0.0730;S.|-0.0702;U.|-0.0595;Donald|0.0509;declared|-0.0507;on|-0.0431;effort|0.0408;President|0.0406;southern|-0.0329;wall|0.0230;an|0.0226;emergency|0.0225;the|0.0223;a|-0.0221;seize|0.0217;S.|-0.0208;U.|-0.0192
biasdetector,59f2f47c-5da0-4fbc-be6e-4f15d45d82e2,3,18,lex_only,0.0606160602002553,"““Lyin'|0.2835;said|-0.1951;ad,””|-0.1458;site.|-0.1204;Trump|-0.0952;Ted|0.0920;Cruz|0.0819;just|0.0797;picture|-0.0524;a|-0.0399;GQ|-0.0391;used|0.0348;the|0.0315;shoot|-0.0230;in|-0.0193;on|0.0164;from|-0.0151;a|-0.0089;his|-0.0085;Melania|0.0047"
biasdetector,2ec04201-2016-4227-baf7-ba8289058203,2,27,lex_only,0.04096023218072433,"demagogued|0.6121;budget.""|-0.1301;ironically,|0.0886;and|0.0487;the|-0.0423;issue,|-0.0343;in|-0.0316;identified|-0.0266;McCain|-0.0261;have|-0.0261;savings|0.0215;president|-0.0207;'s|-0.0194;since|-0.0185;Governor|-0.0148;subsequently|-0.0100;his|-0.0078;that|0.0078;running|-0.0066;Governor|-0.0064"
biasdetector,47a209b0-fc26-4a0a-a1fe-e4310d1d2419,3,31,lex_only,0.041909557462469695,"blasted’’|0.1456;cloth,““|0.1076;she|-0.1057;said.|-0.0981;constitutional|0.0792;modesty,””|-0.0617;out|0.0567;new|0.0565;of|0.0536;Sen.|-0.0528;whole|0.0520;doctrine|0.0501;Hawaii)|-0.0421;Hirono(|-0.0414;whole|0.0264;Mazie|-0.0240;for|0.0232;creating|0.0232;a|0.0216;Robertsdecision|0.0150"
biasdetector,ad409798-ee94-4436-92c5-92669193be14,2,8,lex_only,0.04876404160677339,"fools|0.4609;wrote.|-0.1996;China,””|-0.1585;Trump|-0.0681;Mr.|-0.0500;so|0.0369;should|-0.0366;are|0.0348;that|0.0240;direction,|-0.0182;the|-0.0165;““All|-0.0102;Russia|0.0101;another|-0.0089;looking|-0.0056;at|0.0056;of|-0.0051;in|-0.0047;focused|0.0043;start|-0.0035"
biasdetector,7f9c83f7-3efa-4c7a-adef-3ebdeda96042,1,14,lex_only,0.1266311193716579,alleged‘‘’’|0.4090;““Okay.|-0.2067;newforeign|0.1024;Rubios|0.0632;heres’’|0.0503;policy.|0.0374;So’’|-0.0176
biasdetector,526cabb7-02a3-4adb-8e90-ec781c40c498,3,33,lex_only,0.026952539879682963,"elitist|0.1591;hypocrite""|0.1315;offensive|0.0860;Obama|0.0839;campaign|-0.0796;Conn.|-0.0760;group|-0.0678;attacking|0.0670;continued|0.0622;its|0.0348;criticized|0.0347;week,|-0.0311;advertising|-0.0294;for|0.0256;schools.|-0.0187;launching|-0.0181;the|0.0180;an|-0.0118;shooting,|-0.0102;in|-0.0071"
