triplet_uuid,outlet_idx,sentence_idx,model,mean_abs_shap,top20_tokens
7a97de89-1433-46f7-bcc2-f80b041cb9a0,1,0,biasdetector,0.034981233171290815,Controversial|0.1993;early|-0.0799;down.|-0.0604;making|-0.0479;office|-0.0440;an|-0.0437;Tuesday|-0.0415;following|-0.0384;lawmakers|-0.0359;pressure|-0.0341;to|-0.0310;Paul|-0.0299;to|-0.0299;Maine|-0.0287;governors|-0.0278;Page|-0.0273;Le|-0.0253;exit|0.0241;door|-0.0192;step|-0.0184
7a97de89-1433-46f7-bcc2-f80b041cb9a0,1,0,daroberta,0.014435003742590427,Controversial|0.1370;exit|0.0338;early|-0.0312;down.|-0.0216;Gov.|0.0175;from|0.0169;the’’|0.0153;Tuesday|-0.0131;Paul|-0.0101;to|-0.0090;Maine|0.0085;lawmakers|-0.0082;an|-0.0078;step|-0.0076;to|-0.0074;making|-0.0065;door|-0.0062;office|-0.0056;governors|0.0049;following|-0.0045
2ec04201-2016-4227-baf7-ba8289058203,3,3,biasdetector,0.10491517338848028,"""We|-0.4159;raiding|0.2231;'re|-0.2228;who|0.1477;not|0.1341;are|-0.0494;ObamaCare.|-0.0410;pay|-0.0354;for|0.0323;to|0.0301;ones|-0.0184;the|-0.0105;Medicare|-0.0033"
2ec04201-2016-4227-baf7-ba8289058203,3,3,daroberta,0.07102711530975424,"""We|-0.2223;raiding|0.1873;who|0.1081;'re|-0.0732;are|-0.0625;the|0.0600;for|0.0402;ObamaCare.|-0.0383;ones|0.0376;pay|-0.0359;not|-0.0208;Medicare|-0.0186;to|-0.0186"
86e6e27d-1440-4879-8b13-0dd2d89f7281,2,21,biasdetector,0.03554848407123548,"Me.””|-0.1455;Tlaib,|-0.1103;she““|-0.0645;tweeted|-0.0536;comments,|-0.0515;Friday|-0.0472;power.#|-0.0368;that|-0.0270;on|-0.0232;her|-0.0211;will|-0.0174;on|-0.0146;doubling|0.0146;truth|0.0136;speak|-0.0115;to|0.0089;down|-0.0076;always|-0.0035;unapologetically|-0.0030"
86e6e27d-1440-4879-8b13-0dd2d89f7281,2,21,daroberta,0.024531114175529525,"tweeted|-0.0687;Friday|-0.0664;unapologetically|0.0473;Tlaib,|-0.0401;Me.””|0.0361;she““|-0.0285;power.#|0.0240;will|-0.0201;that|-0.0197;truth|0.0182;on|-0.0180;to|0.0135;down|0.0134;on|0.0105;her|0.0105;comments,|-0.0095;doubling|0.0086;speak|-0.0069;always|-0.0063"
47a209b0-fc26-4a0a-a1fe-e4310d1d2419,2,6,biasdetector,0.053900683248527995,"the|-0.1880;option|-0.1773;filibuster|0.1717;so|0.1021;called|0.0975;nuclear|-0.0899;selections.|-0.0736;has|-0.0730;to|-0.0623;Kentucky,|-0.0585;the|0.0573;eliminating|-0.0552;pursue|-0.0488;Republican|-0.0474;Senate|-0.0422;majority|-0.0369;threatened|0.0284;leader,|-0.0276;If|0.0221;together,|-0.0197"
47a209b0-fc26-4a0a-a1fe-e4310d1d2419,2,6,daroberta,0.04078260767862372,"called|0.2501;option|-0.1201;so|0.1108;the|0.0943;the|-0.0902;threatened|0.0687;Kentucky,|-0.0533;majority|-0.0519;filibuster|0.0484;McConnell,|-0.0441;for|0.0342;to|-0.0280;pursue|-0.0265;If|0.0226;together,|-0.0193;eliminating|-0.0154;Senate|-0.0143;Mitch|-0.0122;has|-0.0113;Republican|-0.0106"
2a3fde8a-082a-4d8f-9567-f7e8366c0200,1,10,biasdetector,0.11999849468993488,"finally.|0.4240;""Agent|-0.1904;Strzok|-0.1851;from|-0.1058;fired|0.0855;was|-0.0733;Peter|-0.0634;FBI|0.0428;the|0.0271;just|0.0025"
2a3fde8a-082a-4d8f-9567-f7e8366c0200,1,10,daroberta,0.12064090525382198,"finally.|0.3729;Strzok|-0.2254;fired|0.1295;FBI|0.1124;from|-0.1070;Peter|-0.0752;the|0.0733;just|-0.0594;""Agent|-0.0268;was|-0.0245"
11c9f251-35c8-4452-b052-df9be61464c6,2,8,biasdetector,0.11162365347679172,Her|-0.1892;pulling|0.1813;sister|-0.1529;replied|-0.0951;punches.|0.0742;no|0.0680;by|0.0206
11c9f251-35c8-4452-b052-df9be61464c6,2,8,daroberta,0.0589156452167247,pulling|0.1537;punches.|0.0907;by|-0.0703;sister|-0.0336;no|-0.0242;Her|-0.0237;replied|0.0162
eadabee7-3db9-43c4-a485-3e8b1882cd3c,2,0,biasdetector,0.014512741200223287,"Thursday,|-0.0941;message|-0.0459;Obama|-0.0401;endorsed|-0.0399;campaign|-0.0359;primary|-0.0324;Sanders.|-0.0295;posted|-0.0291;President|-0.0225;video|-0.0212;she|-0.0201;a|-0.0192;to|-0.0177;formally|-0.0170;saying|-0.0163;Clinton|-0.0163;the|-0.0143;rival|-0.0143;House|-0.0139;Bernie|-0.0129"
eadabee7-3db9-43c4-a485-3e8b1882cd3c,2,0,daroberta,0.0037575305360270307,"Obama|-0.0236;Thursday,|-0.0224;just|0.0110;saying|-0.0106;and|-0.0072;courage""|-0.0069;to|-0.0068;House|-0.0053;the|-0.0052;Clinton|-0.0048;Sanders.|-0.0043;President|-0.0043;White|-0.0042;message|-0.0041;succeed|-0.0039;for|-0.0039;primary|-0.0034;rival|-0.0034;posted|-0.0033;in|-0.0031"
f11c2566-848a-4e29-b8c5-4de0a81114e4,3,6,biasdetector,0.05200618205892398,"majority.|-0.1368;year,|-0.1193;clinging|0.0849;vote|-0.0841;six|-0.0776;up|-0.0725;grabs|0.0696;And|0.0685;Senate|-0.0643;could|-0.0589;for|-0.0541;control|-0.0506;be|0.0390;a|-0.0328;with|-0.0267;fragile|0.0249;too,|0.0214;Democrats|-0.0188;of|-0.0148;this|0.0144"
f11c2566-848a-4e29-b8c5-4de0a81114e4,3,6,daroberta,0.04413426840840133,"clinging|0.1601;majority.|-0.1110;grabs|0.1082;for|-0.0911;year,|-0.0716;And|0.0552;to|-0.0491;vote|-0.0478;up|-0.0427;control|-0.0346;with|-0.0311;six|-0.0297;fragile|0.0284;Senate|-0.0200;could|-0.0195;Democrats|0.0185;of|-0.0164;this|0.0128;too,|0.0126;be|-0.0050"
472158a1-4e39-4214-8397-904e66f2b4c5,3,0,biasdetector,0.02256887519775349,"person,””|-0.1632;said|-0.0882;PHILADELPHIA―|-0.0792;Wednesday.|-0.0645;information|0.0517;competent|-0.0470;sane,|0.0456;and|-0.0443;empire,|-0.0293;founder|-0.0292;Bloomberg,|-0.0285;a““|0.0271;Trump,|-0.0248;York|-0.0201;news|-0.0196;of|-0.0185;Michael|-0.0176;the|-0.0133;Bloomberg|-0.0133;at|-0.0133"
472158a1-4e39-4214-8397-904e66f2b4c5,3,0,daroberta,0.009151163548017116,"PHILADELPHIA―|-0.0336;said|-0.0267;sane,|0.0260;a““|0.0250;information|0.0232;founder|-0.0230;Americans|-0.0200;at|-0.0198;and|-0.0197;unlike|0.0165;of|-0.0119;person,””|0.0116;Trump,|0.0109;financial|-0.0107;Wednesday.|-0.0107;Republican|0.0097;should|-0.0083;news|-0.0077;vote|-0.0075;empire,|0.0048"
86e6e27d-1440-4879-8b13-0dd2d89f7281,2,4,biasdetector,0.04037425149312263,"apparently|0.2036;lawmaker|-0.1503;election,|-0.1112;The|-0.1061;lewd|0.0805;2016|-0.0688;ahead|-0.0657;2005|-0.0598;video|-0.0473;talking|0.0411;presidential|-0.0342;came|-0.0331;made|-0.0311;Trump|0.0255;Bush|0.0236;comments|0.0226;of|-0.0213;women.|-0.0204;was|-0.0201;a|-0.0137"
86e6e27d-1440-4879-8b13-0dd2d89f7281,2,4,daroberta,0.02181236404380525,"apparently|0.1604;video|-0.0523;2005|-0.0452;made|0.0418;Trump|0.0413;election,|-0.0396;talking|0.0351;about|0.0270;lewd|0.0263;referring|-0.0240;lawmaker|-0.0223;ahead|-0.0195;to|0.0172;was|-0.0164;2016|-0.0163;came|-0.0152;women.|0.0122;presidential|-0.0097;Bush|0.0097;to|0.0088"
f688c56d-7fae-42ef-b7f7-7db207b58d27,3,6,biasdetector,0.0671736641106882,said|-0.2997;ridiculousand|0.2415;end.””|-0.1808;He|-0.1499;is““””|-0.1466;right|-0.0550;the|0.0478;birthright|0.0282;awarded|-0.0177;Americans|0.0168;babies|0.0152;to|0.0139;born|-0.0128;the|-0.0122;that|-0.0099;as|-0.0089;has|-0.0074;to|-0.0074;system““|-0.0046
f688c56d-7fae-42ef-b7f7-7db207b58d27,3,6,daroberta,0.05384885419870874,ridiculousand|0.4576;said|-0.1360;is““””|-0.1220;right|-0.0912;He|-0.0713;system““|0.0527;end.””|-0.0198;awarded|0.0145;has|0.0104;the|-0.0098;to|-0.0093;that|0.0083;the|0.0083;born|-0.0037;birthright|0.0021;to|0.0016;babies|0.0016;Americans|0.0016;as|-0.0014
ee05c9b3-529c-4268-ad72-19bd34f7197e,3,0,biasdetector,0.0544124067363998,political|0.1865;who|0.1445;was|-0.1392;college.|-0.1317;novice|0.1076;Tuesday|-0.0986;a|-0.0883;Eric|-0.0585;beaten|-0.0557;House|0.0535;a|-0.0445;Virginia|-0.0427;small|0.0368;by|0.0342;Cantor|-0.0270;professor|-0.0244;Leader|-0.0233;is|-0.0196;as|-0.0184;an|-0.0173
ee05c9b3-529c-4268-ad72-19bd34f7197e,3,0,daroberta,0.03536402491870551,political|0.1501;novice|0.1307;who|0.0943;Virginia|-0.0609;by|0.0585;Eric|-0.0539;college.|-0.0511;a|-0.0498;Tuesday|-0.0354;economics|-0.0285;beaten|0.0267;professor|-0.0254;night|0.0229;Cantor|-0.0202;at|-0.0198;a|0.0185;working|0.0150;House|0.0145;Majority|-0.0109;small|0.0062
1bb79cc1-5d69-4136-a23d-6dbd300cbf25,2,0,biasdetector,0.0164006223171066,WASHINGTON|-0.0909;political““|0.0813;Wednesday|-0.0696;emails|-0.0590;House|-0.0555;of|-0.0511;released|-0.0398;Sept.|-0.0361;White|-0.0350;the|0.0335;massive|0.0327;administrations|-0.0268;on|-0.0254;of|0.0236;there|-0.0231;that|-0.0229;development|-0.0228;The|-0.0216;cover””|0.0195;upof|0.0125
1bb79cc1-5d69-4136-a23d-6dbd300cbf25,2,0,daroberta,0.006768296039721829,"political““|0.0381;2012,|-0.0225;Benghazi,|-0.0190;massive|0.0185;Wednesday|-0.0184;WASHINGTON|-0.0174;S.|-0.0158;Libya,|-0.0149;cover””|0.0149;attack|0.0144;11,|-0.0136;released|-0.0132;development|-0.0132;upof|0.0103;on|0.0088;there.|0.0087;House|-0.0084;Obama’’|0.0078;on|-0.0068;of|-0.0067"
ad409798-ee94-4436-92c5-92669193be14,2,0,biasdetector,0.024295456307344754,"Saturday|-0.1303;said|-0.1107;BERKELEY|-0.0621;HEIGHTS,|-0.0599;unfairly|0.0505;on|-0.0387;media,|-0.0354;N.|-0.0317;J.|-0.0256;alliesaccounts|-0.0222;intervene|-0.0211;hinting|0.0193;down.|-0.0186;Trump|-0.0185;conservative|0.0180;that|-0.0161;might|-0.0144;his’’|-0.0142;social|-0.0107;being|-0.0106"
ad409798-ee94-4436-92c5-92669193be14,2,0,daroberta,0.007690393638424565,Saturday|-0.0526;said|-0.0328;Trump|-0.0184;on|-0.0157;President|-0.0123;hinting|0.0122;unfairly|0.0104;alliesaccounts|-0.0101;J.|-0.0096;conservative|0.0081;voices|0.0063;might|-0.0061;intervene|-0.0060;N.|-0.0058;were|0.0057;his’’|-0.0043;being|0.0042;if|-0.0035;down.|0.0027;censored|0.0026
70c75d68-bf65-46a6-a822-15c23d77a275,1,50,biasdetector,0.01821940260566249,"border.""|-0.1009;Sen.|-0.0572;have|-0.0505;Utah,|-0.0433;Mitt|-0.0345;said|-0.0317;Romney,|-0.0264;help|-0.0254;secure|-0.0251;proposal|-0.0207;reopen|-0.0174;reasonable,|-0.0163;will|-0.0144;R|-0.0137;views|-0.0129;a|-0.0114;faith|0.0106;put|-0.0099;the|0.0093;and|-0.0093"
70c75d68-bf65-46a6-a822-15c23d77a275,1,50,daroberta,0.006530726214158406,"Utah,|-0.0373;Romney,|-0.0231;reasonable,|0.0179;whose|-0.0172;said|-0.0165;Sen.|-0.0147;have|-0.0089;Mitt|-0.0077;put|-0.0072;R|-0.0072;views|-0.0064;forth|0.0055;that|0.0054;fluctuated,|0.0053;president|-0.0051;faith|0.0043;proposal|0.0043;good|0.0040;and|0.0040;a|0.0037"
7f9c83f7-3efa-4c7a-adef-3ebdeda96042,1,1,biasdetector,0.01503733537699898,"said|-0.0836;Wednesday,|-0.0537;that|-0.0377;Republican,|-0.0366;Manhattan|-0.0356;Florida|-0.0303;Council|-0.0294;Obama’’|0.0271;he|-0.0264;what|-0.0246;The|0.0240;United|-0.0197;the|-0.0171;on|-0.0167;Foreign|-0.0154;delivered|-0.0145;overseas.|-0.0135;the|0.0134;overly|0.0134;in|-0.0127"
7f9c83f7-3efa-4c7a-adef-3ebdeda96042,1,1,daroberta,0.007230615755111945,"overly|0.0453;Florida|-0.0204;overseas.|0.0170;delivered|-0.0170;Wednesday,|-0.0165;administrations|0.0142;Republican,|-0.0137;Obama’’|0.0134;The|-0.0131;who|-0.0123;said|-0.0108;that|-0.0100;the|-0.0089;at|-0.0088;Council|-0.0083;on|-0.0077;Manhattan|-0.0069;cautious|0.0065;Relations|-0.0061;depicted|0.0059"
79bf99c6-6fca-4ce4-8ae1-8771de026142,2,3,biasdetector,0.050008568453550756,"thirds|-0.1581;It’’s|0.1135;barely)|0.1077;majority|-0.1054;decisive|-0.0765;Pelosi|-0.0618;win,|-0.0521;had.|-0.0375;it(|0.0347;predicted|-0.0345;and|0.0250;a|-0.0220;two|-0.0184;support|0.0175;that|0.0175;clears|-0.0100;the|0.0055;she|-0.0026"
79bf99c6-6fca-4ce4-8ae1-8771de026142,2,3,daroberta,0.03314685913760009,"barely)|0.1537;it(|0.0857;thirds|-0.0794;majority|-0.0754;predicted|-0.0318;It’’s|0.0304;win,|-0.0285;the|-0.0173;that|0.0166;had.|-0.0160;support|-0.0134;two|-0.0129;clears|-0.0112;a|-0.0087;Pelosi|-0.0086;and|0.0035;she|0.0031;decisive|-0.0007"
be026bd1-52b1-4789-bfd3-3632af17b054,2,19,biasdetector,0.018473418912000317,"said:““|-0.0880;election.””|-0.0762;Colo.,|-0.0577;Sen.|-0.0536;Gardner,|-0.0454;campaign|-0.0431;troublingand|-0.0420;Senate|-0.0315;the|-0.0314;deeply””|-0.0255;Cory|-0.0242;head|-0.0184;allegations““|-0.0167;these|-0.0147;the|0.0144;found|-0.0106;Senate|-0.0103;GOP|-0.0098;to|-0.0085;R|-0.0082"
be026bd1-52b1-4789-bfd3-3632af17b054,2,19,daroberta,0.005303617112639394,"said:““|-0.0428;Colo.,|-0.0186;allegations““|0.0182;troublingand|-0.0148;Gardner,|-0.0127;the|-0.0099;Sen.|-0.0086;election.””|0.0064;called|0.0058;head|-0.0050;Alabama|-0.0044;special|-0.0042;Senate|-0.0042;Cory|-0.0037;the|-0.0036;Roy|-0.0035;Moore|-0.0035;arm,|-0.0032;must|-0.0031;drop|-0.0031"
9879bbc0-eab3-482f-bf6b-a4b519393986,3,35,biasdetector,0.020564659907901735,"failed|0.0862;Tennessee,|-0.0619;Republican,|-0.0537;members,|-0.0522;issues.|-0.0513;Department|-0.0478;one|-0.0431;a|-0.0342;committee|-0.0300;Corker|-0.0261;In|-0.0248;of|-0.0245;of|-0.0237;that|-0.0229;panel|-0.0219;complained|-0.0212;Bob|-0.0194;Mr.|-0.0187;Senator|-0.0175;its|-0.0164"
9879bbc0-eab3-482f-bf6b-a4b519393986,3,35,daroberta,0.004229942765558095,"Tennessee,|-0.0285;Republican,|-0.0146;Kerry|-0.0106;by|-0.0090;Mr.|-0.0089;issues.|-0.0078;Corker|-0.0070;of|-0.0070;led|-0.0062;of|0.0060;one|-0.0059;In|-0.0051;proper|0.0044;members,|-0.0043;oversight|0.0041;Senator|-0.0035;Bob|-0.0035;to|0.0032;conduct|0.0032;committee|-0.0030"
005a2961-0c2e-4575-8eec-770ba52a08e0,3,4,biasdetector,0.022177797890654154,"percent).””|-0.0663;notes,““|-0.0641;percent),|-0.0472;percent),|-0.0351;finishes|-0.0343;supporters(|-0.0332;first|-0.0313;followed|-0.0267;by|-0.0264;percent)|-0.0249;NBC|-0.0234;percent),|-0.0232;Strikingly,|-0.0229;Palin(|-0.0199;Party|-0.0182;17|-0.0169;Gingrich(|-0.0165;Trump...|0.0149;9|-0.0133;at|-0.0131"
005a2961-0c2e-4575-8eec-770ba52a08e0,3,4,daroberta,0.011193464927726073,"Strikingly,|0.0969;percent).””|0.0328;notes,““|0.0299;Romney(|-0.0199;percent),|-0.0192;percent),|-0.0145;followed|-0.0132;percent),|-0.0125;Palin(|-0.0092;finishes|-0.0088;17|-0.0086;by|-0.0066;percent)|-0.0056;14|-0.0055;first|-0.0042;at|-0.0040;20|-0.0040;supporters(|-0.0039;9|0.0038;and|-0.0036"
f688c56d-7fae-42ef-b7f7-7db207b58d27,3,0,biasdetector,0.015320641550584657,said’’|-0.1650;S.|-0.0674;hes|-0.0421;considering|-0.0391;U.|-0.0361;citizenship|-0.0327;for|-0.0312;right|-0.0233;Amendment|-0.0202;to|-0.0157;executive|-0.0150;President|-0.0144;who’’|0.0142;14th|-0.0131;enshrined|-0.0120;in|-0.0108;the|-0.0108;that|-0.0098;an|-0.0086;babies|-0.0077
f688c56d-7fae-42ef-b7f7-7db207b58d27,3,0,daroberta,0.004814869590119982,S.|-0.0284;Trump|-0.0213;considering|-0.0135;hes|-0.0135;who’’|0.0120;U.|-0.0102;for|-0.0093;President|-0.0092;citizenship|-0.0085;amendment.|0.0081;Donald|-0.0073;to|-0.0072;right|-0.0070;an|-0.0049;born|-0.0045;executive|-0.0043;in|-0.0043;the|-0.0043;a|-0.0036;right|-0.0019
b5eefefb-2a33-45de-abe1-f855c94165f4,3,17,biasdetector,0.03205805732634549,"said|-0.1146;grants,””|-0.0923;Ryan|-0.0786;occasions,|-0.0600;““On|-0.0560;stiffly.|-0.0300;applying|-0.0245;were|-0.0210;Mr.|-0.0173;for|-0.0161;for|-0.0131;two|-0.0115;constituents|-0.0110;we|-0.0081;we|-0.0081;we|-0.0074;advocated|-0.0040;who|0.0034"
b5eefefb-2a33-45de-abe1-f855c94165f4,3,17,daroberta,0.012785859043813415,"stiffly.|0.0594;grants,””|-0.0302;““On|-0.0214;were|-0.0168;said|-0.0144;who|-0.0127;Ryan|-0.0123;applying|-0.0108;for|-0.0108;for|-0.0105;two|-0.0095;Mr.|0.0070;we|0.0048;we|-0.0033;constituents|0.0023;advocated|-0.0019;occasions,|0.0016;we|-0.0004"
c9e4d35f-aeae-462b-a8bf-e08d09a93b6e,2,6,biasdetector,0.04917517787544057,vigorously|0.2076;lawyers|-0.1203;Both|-0.0963;Trump|0.0886;counsels|-0.0766;office|-0.0505;in.|-0.0501;even|0.0476;Mr.|-0.0474;the|-0.0379;weighed|-0.0357;special’’|-0.0306;White|-0.0293;House|0.0250;and|-0.0248;report|-0.0244;for|-0.0228;the|-0.0226;BuzzFeed|0.0171;denied|0.0165
c9e4d35f-aeae-462b-a8bf-e08d09a93b6e,2,6,daroberta,0.03750814505725761,vigorously|0.1971;denied|0.1414;counsels|-0.0511;Trump|0.0509;even|0.0501;in.|-0.0453;Mr.|-0.0445;and|-0.0398;House|-0.0340;Both|-0.0309;lawyers|-0.0294;the|0.0148;the|0.0141;before|0.0136;special’’|0.0126;BuzzFeed|0.0122;the|-0.0114;office|-0.0079;weighed|-0.0079;report|0.0075
2058ec60-5372-4f5f-83a3-da780be3a350,1,11,biasdetector,0.05337958645395702,calls|-0.2056;Mart|-0.0643;evidence|-0.0561;that|0.0534;unreliable.|-0.0185;Wal|-0.0174;and|-0.0106;unrepresentative|0.0012
2058ec60-5372-4f5f-83a3-da780be3a350,1,11,daroberta,0.08335385867394507,unreliable.|0.2319;calls|-0.1085;Mart|-0.1023;Wal|-0.0785;unrepresentative|-0.0460;and|0.0457;evidence|-0.0397;that|-0.0143
8dac6c12-b5ca-468c-a249-7e0ab42f6b52,2,1,biasdetector,0.01670154425883564,Friday|-0.1019;Mrs.|-0.0911;first|-0.0567;on|-0.0377;In|-0.0310;her|-0.0285;deal|-0.0283;out|-0.0269;trade|-0.0267;Clinton|-0.0241;Obama|0.0217;Mr.|-0.0209;laid|-0.0159;more|0.0139;negotiate|-0.0138;far|0.0135;position|-0.0134;on|-0.0130;the|-0.0121;since|-0.0118
8dac6c12-b5ca-468c-a249-7e0ab42f6b52,2,1,daroberta,0.0047797424771332956,"first|-0.0371;Friday|-0.0209;deal|-0.0149;trade|-0.0119;detailed|0.0093;her|-0.0084;In|-0.0080;far|0.0061;more|0.0061;House|-0.0060;Obama|-0.0054;Mrs.|-0.0053;freely,|-0.0049;the|0.0046;comments|0.0042;calibrated|0.0039;position|0.0039;on|-0.0037;to|-0.0037;of|-0.0037"
b764f81f-6d08-4d7c-b1a8-8961bed0a455,3,26,biasdetector,0.04937949586558346,"applauded|0.1300;Oklahoma.|-0.1156;Sabet,|-0.1126;action|-0.0915;Marijuana,|-0.0742;president|-0.0704;Nebraska|-0.0648;group|-0.0623;Approaches|-0.0481;Kevin|-0.0424;legalization|-0.0308;to|0.0139;Smart|-0.0095;anti|0.0078;of|0.0075;by|0.0045;the|0.0022;and|0.0008"
b764f81f-6d08-4d7c-b1a8-8961bed0a455,3,26,daroberta,0.021501210776235288,"group|-0.0673;Sabet,|-0.0512;president|-0.0452;anti|0.0383;Marijuana,|-0.0317;applauded|0.0260;Oklahoma.|-0.0233;legalization|-0.0228;Smart|-0.0173;Nebraska|-0.0172;of|0.0124;the|0.0094;Approaches|-0.0073;Kevin|-0.0071;and|0.0057;to|0.0033;action|-0.0013;by|0.0001"
ad409798-ee94-4436-92c5-92669193be14,2,16,biasdetector,0.022178075701549744,"Saturday,|-0.1234;removed.””|-0.0900;bad,””|-0.0513;saying|-0.0479;that|-0.0453;Trump|-0.0385;urged|-0.0377;news,””|-0.0333;sick|0.0288;not““|-0.0272;Mr.|0.0251;their|0.0242;participate,|-0.0226;on|-0.0225;to““|-0.0175;social|-0.0173;media|-0.0173;while|-0.0150;networks|-0.0150;tweets|-0.0148"
ad409798-ee94-4436-92c5-92669193be14,2,16,daroberta,0.012780868370310557,"Mr.|0.0535;sick|0.0428;urged|-0.0395;Saturday,|-0.0298;their|0.0271;Trump|-0.0258;behavior|0.0257;be““|0.0254;news,””|0.0235;tweets|0.0223;removed.””|0.0219;that|-0.0215;saying|-0.0204;MSNBC|0.0160;that|0.0151;In|-0.0139;not““|-0.0132;fake|0.0084;his|-0.0060;to““|-0.0060"
65cb14cb-2d27-41e5-a2be-6fd6314f4363,1,6,biasdetector,0.07222738527119733,““I’’|-0.3583;help|0.1064;cant|0.1058;line.|-0.0982;that|-0.0797;the|0.0586;over|0.0435;well|-0.0259;remarks|-0.0198;those|-0.0145;are|0.0145;but|-0.0085;think|0.0052
65cb14cb-2d27-41e5-a2be-6fd6314f4363,1,6,daroberta,0.027393301158474808,““I’’|-0.0749;line.|-0.0676;the|0.0368;that|0.0357;but|-0.0355;over|0.0247;remarks|0.0195;think|0.0171;those|0.0140;well|-0.0119;cant|0.0097;help|0.0051;are|0.0035
